school,school_id,name,department,rating,difficulty,takeagain,most_common_tag,tags
University of Nebraska-Lincoln,1249,Pamela Starr  ,Music,,,25%,,
University of Nebraska-Lincoln,1249,Elizabeth Carlson  ,Mathematics,4.5,,100%,,
University of Nebraska-Lincoln,1249,Ajai Ammachathram  ,Hospitality,,2.4,100%,,
University of Nebraska-Lincoln,1249,Juan Duque  ,Psychology,3.5,,75%,,
University of Nebraska-Lincoln,1249,James Davidsaver  ,Criminal Justice,4.5,1.5,100%,,
University of Nebraska-Lincoln,1249,Jeremy Caldwell  ,English,,2.6,100%,,
University of Nebraska-Lincoln,1249,Nancy Loftis  ,Finance,,,50%,,
University of Nebraska-Lincoln,1249,Natalie Scenters Zapico  ,English,2.7,2.3,25%,,
University of Nebraska-Lincoln,1249,Ethan Jahns  ,Physics amp Astronomy,,2.3,,,
University of Nebraska-Lincoln,1249,James Lee  ,Agriculture,,,100%,,
University of Nebraska-Lincoln,1249,Matt Holden  ,Psychology,,,,,
University of Nebraska-Lincoln,1249,Suzette Person  ,Engineering,4.1,,72%,,
University of Nebraska-Lincoln,1249,Nicholas Kass  ,Mathematics,,4.3,67%,,
University of Nebraska-Lincoln,1249,Dominic Mezzanotte  ,Computer Science,1.4,4.3,,,
University of Nebraska-Lincoln,1249,Jamie Hyodo  ,Marketing,,3.3,100%,,
University of Nebraska-Lincoln,1249,Rachel Kirsch  ,Mathematics,,3.3,,,
University of Nebraska-Lincoln,1249,Natalie Leon  ,Social Science,4.5,2.3,100%,,
University of Nebraska-Lincoln,1249,Andrew Yost  ,Physics amp Astronomy,2.5,2.8,25%,,
University of Nebraska-Lincoln,1249,Cornelis Uiterwaal  ,Science,,2.8,,,
University of Nebraska-Lincoln,1249,Amy Anderson  ,Mathematics,,3.8,50%,,
University of Nebraska-Lincoln,1249,Brian Baugh  ,Finance,,,80%,,
University of Nebraska-Lincoln,1249,Cyndi Serfass  ,Education,,,,,
University of Nebraska-Lincoln,1249,Megan Kelley  ,Health Science,,,100%,,
University of Nebraska-Lincoln,1249,Said Fallaha  ,English,4.8,2.3,100%,,
University of Nebraska-Lincoln,1249,timothy meyer  ,Agriculture,3.6,3.4,80%,,
University of Nebraska-Lincoln,1249,Brandon Lamar  ,Military Science,,3.4,,,
University of Nebraska-Lincoln,1249,Bob Moyer  ,Journalism,,2.5,100%,,
University of Nebraska-Lincoln,1249,Wesley Boyce  ,Business,4.2,3.2,100%,,
University of Nebraska-Lincoln,1249,Steve Cooper  ,Computer Science,3.3,2.7,34%,,
University of Nebraska-Lincoln,1249,Richard Lahey  ,Religion,,,100%,,
University of Nebraska-Lincoln,1249,Katie Pryor  ,English,4.3,1.7,100%,,
University of Nebraska-Lincoln,1249,Alex Deluise  ,English,,,100%,,
University of Nebraska-Lincoln,1249,Jessica Hauschild  ,Mathematics,,,100%,,
University of Nebraska-Lincoln,1249,Greg Bashford  ,Engineering,4.5,,100%,,
University of Nebraska-Lincoln,1249,Juliana Bukoski  ,Mathematics,3.7,,67%,,
University of Nebraska-Lincoln,1249,Stacy Leners  ,Hospitality,,,,,
University of Nebraska-Lincoln,1249,Erin Trofholz  ,Architecture,,,,,
University of Nebraska-Lincoln,1249,Jeri Brittin  ,Architecture,,,,,
University of Nebraska-Lincoln,1249,Erkut Sonmez  ,Management,4.5,,93%,,
University of Nebraska-Lincoln,1249,Wendy Tullis  ,Child amp Family Studies,,1.7,100%,,
University of Nebraska-Lincoln,1249,Angel Garci  ,English,,1.7,,,
University of Nebraska-Lincoln,1249,Chandra Schwab  ,Business,4.5,,100%,,
University of Nebraska-Lincoln,1249,Darcy Wente-Hahn  ,Communication,,,100%,,
University of Nebraska-Lincoln,1249,Emily Case  ,Journalism,,,100%,,
University of Nebraska-Lincoln,1249,Linda Rogge  ,English,4.8,,100%,,
University of Nebraska-Lincoln,1249,Grace Sullivan  ,Psychology,4.5,3.6,90%,,
University of Nebraska-Lincoln,1249,Aaron Elliott  ,Philosophy,2.5,,25%,,
University of Nebraska-Lincoln,1249,Patrick Kingshill  ,Fine Arts,,,100%,,
University of Nebraska-Lincoln,1249,Pelin Guven  ,Mathematics,,,100%,,
University of Nebraska-Lincoln,1249,Trenton Haltom  ,Women's Studies,,,,,
University of Nebraska-Lincoln,1249,Miguel Albujar Escuredo  ,Languages,,,100%,,
University of Nebraska-Lincoln,1249,Laila Awadalla  ,Mathematics,2.5,3.4,38%,,
University of Nebraska-Lincoln,1249,Xinghui Sun  ,Biological Sciences,,3.4,,,
University of Nebraska-Lincoln,1249,Amy Andersen  ,Criminal Justice,,3.4,,,
University of Nebraska-Lincoln,1249,Amy Hampton  ,Advertising,,3.4,,,
University of Nebraska-Lincoln,1249,Kylin Jensen  ,Textiles amp Clothing,4.2,2.8,80%,,
University of Nebraska-Lincoln,1249,Vince Longo  ,Mathematics,,2.8,,,
University of Nebraska-Lincoln,1249,Su Ji Hong  ,Mathematics,,,50%,,
University of Nebraska-Lincoln,1249,Anna Burton  ,Child amp Family Studies,,,,,
University of Nebraska-Lincoln,1249,Robert Schub  ,Political Science,,3.4,86%,,
University of Nebraska-Lincoln,1249,Arlene Larios  ,Mathematics,4.3,3.3,86%,,
University of Nebraska-Lincoln,1249,Ashraf Aly Hassan  ,Engineering,,3.3,,,
University of Nebraska-Lincoln,1249,Jenny Keshwani  ,Engineering,,,100%,,
University of Nebraska-Lincoln,1249,Amanda Robine  ,Health Science,,,,,
University of Nebraska-Lincoln,1249,Geri Hepp  ,Sociology,4.5,,100%,,
University of Nebraska-Lincoln,1249,Elizebeth Grunin  ,Music,,,,,
University of Nebraska-Lincoln,1249,Alessandro De Stefani  ,Mathematics,,,100%,,
University of Nebraska-Lincoln,1249,Michelle Tiedje  ,History,2.7,,34%,,
University of Nebraska-Lincoln,1249,Kathryn Maresh  ,Accounting,4.8,3.8,100%,,
University of Nebraska-Lincoln,1249,Randy Peters  ,Engineering,,,100%,,
University of Nebraska-Lincoln,1249,Joshua Pollitz  ,Mathematics,4.5,3.5,100%,,
University of Nebraska-Lincoln,1249,Allison Bonander  ,Communication,3.9,2.5,72%,,
University of Nebraska-Lincoln,1249,Glenda Epp  ,Education,,,100%,,
University of Nebraska-Lincoln,1249,Samil Singh  ,Marketing,,,,,
University of Nebraska-Lincoln,1249,Zuri Leon-Salcedo  ,Languages,,,100%,,
University of Nebraska-Lincoln,1249,Justin Nir  ,Mathematics,,3.3,34%,,
University of Nebraska-Lincoln,1249,Carrie Bradley  ,Child amp Family Studies,4.7,2.5,100%,,
University of Nebraska-Lincoln,1249,Katie Hauge  ,Business,,2.5,,,
University of Nebraska-Lincoln,1249,na kass  ,Mathematics,,2.5,,,
University of Nebraska-Lincoln,1249,Benjamin Reed  ,English,3.3,,50%,,
University of Nebraska-Lincoln,1249,Sarah Hortman  ,Science,,,100%,,
University of Nebraska-Lincoln,1249,Abigail Neyer  ,Biological Sciences,,,100%,,
University of Nebraska-Lincoln,1249,Heather Voorhees  ,Communication,,,100%,,
University of Nebraska-Lincoln,1249,Darla Berks  ,Mathematics,,,100%,,
University of Nebraska-Lincoln,1249,Rachel Smith  ,Psychology,,,50%,,
University of Nebraska-Lincoln,1249,Chung Song  ,Engineering,3.5,,50%,,
University of Nebraska-Lincoln,1249,Victoria Molfese  ,Child amp Family Studies,,,,,
University of Nebraska-Lincoln,1249,Pecos Pryor  ,Fine Arts,,,,,
University of Nebraska-Lincoln,1249,Michael Villarreal  ,Fine Arts,,,,,
University of Nebraska-Lincoln,1249,Nick McGraw  ,Music,,,,,
University of Nebraska-Lincoln,1249,Alexa Theisen  ,Business,,,,,
University of Nebraska-Lincoln,1249,Daun Jang  ,Business,2.7,,34%,,
University of Nebraska-Lincoln,1249,Jessica MitchellMcCollough  ,Teacher Education,4.7,,100%,,
University of Nebraska-Lincoln,1249,Dave Hall  ,Music,,,,,
University of Nebraska-Lincoln,1249,Jamie Loizzo  ,Agriculture,3.7,1.7,100%,,
University of Nebraska-Lincoln,1249,Nathan Conner  ,Agriculture,,1.5,100%,,
University of Nebraska-Lincoln,1249,Mark Balschweid  ,Agriculture,,,100%,,
University of Nebraska-Lincoln,1249,John Guretzky  ,Agriculture,,,100%,,
University of Nebraska-Lincoln,1249,Susan Bullard  ,Communication,,,100%,,
University of Nebraska-Lincoln,1249,Scott Guild  ,English,4.8,,100%,,
University of Nebraska-Lincoln,1249,Jaebeom Kwon  ,Political Science,,,,,
University of Nebraska-Lincoln,1249,Chung rak Song  ,Engineering,,,,,
University of Nebraska-Lincoln,1249,Christian Elowsky  ,Biological Sciences,,,100%,,
University of Nebraska-Lincoln,1249,Brianna Smith  ,Engineering,,,100%,,
University of Nebraska-Lincoln,1249,Ikuho Amano  ,Languages,3.7,1.7,34%,,
University of Nebraska-Lincoln,1249,Myra Cohen  ,Computer Science,,,100%,,
University of Nebraska-Lincoln,1249,Alfonso Bartolome  ,Modern Languages,3.8,2.5,75%,,
University of Nebraska-Lincoln,1249,Cassidy Vineyard  ,Textiles amp Clothing,,2.5,,,
University of Nebraska-Lincoln,1249,Sangjin Ryu  ,Engineering,4.3,,100%,,
University of Nebraska-Lincoln,1249,Ruiguo Yang  ,Engineering,,,100%,,
University of Nebraska-Lincoln,1249,Keith Foreman  ,Physics & Astronomy,4.4,3.7,95%,,
University of Nebraska-Lincoln,1249,Lanyan Ding  ,Child amp Family Studies,3.7,,75%,,
University of Nebraska-Lincoln,1249,Seth Orndorff  ,Business,,,100%,,
University of Nebraska-Lincoln,1249,Meagan Savage  ,Social Science,,,,,
University of Nebraska-Lincoln,1249,Craig Fuller  ,Music,,,,,
University of Nebraska-Lincoln,1249,Hamid Bagheri  ,Computer Science,,2.8,67%,,
University of Nebraska-Lincoln,1249,Shane Moser  ,Finance,4.3,2.5,67%,,
University of Nebraska-Lincoln,1249,Caitlin Drummy  ,Agriculture,,2.5,,,
University of Nebraska-Lincoln,1249,Salvador Ramirez  ,Natural Resources,,,100%,,
University of Nebraska-Lincoln,1249,Tricia Gray  ,Education,,,,,
University of Nebraska-Lincoln,1249,Philip Geib  ,Anthropology,3.6,2.7,50%,,
University of Nebraska-Lincoln,1249,Shield Jeffrey  ,Engineering,,,100%,,
University of Nebraska-Lincoln,1249,Angela Palmer-Wackerly  ,Communication,,3.5,100%,,
University of Nebraska-Lincoln,1249,George Wheeler  ,Biology,,3.5,,,
University of Nebraska-Lincoln,1249,Morgan April  ,Communication,4.8,2.5,100%,,
University of Nebraska-Lincoln,1249,Colleen Syron  ,Design,,3.3,100%,,
University of Nebraska-Lincoln,1249,Michael Montgomery  ,Classics,1.3,3.3,,,
University of Nebraska-Lincoln,1249,Julie Tippens  ,Child & Family Studies,,2.3,100%,,
University of Nebraska-Lincoln,1249,Jia Joya Yu  ,Management,4.3,,67%,,
University of Nebraska-Lincoln,1249,Brady Garvin  ,Engineering,4.6,3.8,80%,,
University of Nebraska-Lincoln,1249,Sonya Bhatia  ,Psychology,,,100%,,
University of Nebraska-Lincoln,1249,Qingsheng Li  ,Biology,,,100%,,
University of Nebraska-Lincoln,1249,Roberto Cortinas  ,Biology,4.5,3.3,100%,,
University of Nebraska-Lincoln,1249,Julie Masters  ,Psychology,4.7,2.6,100%,,
University of Nebraska-Lincoln,1249,Daniel Tannenbaum  ,Economics,4.8,4.6,80%,,
University of Nebraska-Lincoln,1249,Wesley Peterson  ,Economics,1.5,4.6,,,
University of Nebraska-Lincoln,1249,Alan Blair  ,English,2.1,2.8,22%,,
University of Nebraska-Lincoln,1249,Dawn Kopacz  ,Meteorology,2.4,2.8,19%,,
University of Nebraska-Lincoln,1249,Angie Monheim  ,Engineering,,,100%,,
University of Nebraska-Lincoln,1249,John Shrader  ,Journalism,,3.2,84%,,
University of Nebraska-Lincoln,1249,Forest Kievit  ,Engineering,,3.2,,,
University of Nebraska-Lincoln,1249,Mary Zeleny  ,Psychology,,2.6,80%,,
University of Nebraska-Lincoln,1249,Monica Rosen  ,Psychology,,2.6,,,
University of Nebraska-Lincoln,1249,Benjamin Drabkin  ,Mathematics,,2.6,,,
University of Nebraska-Lincoln,1249,Gretta Peterson  ,Architecture,,,100%,,
University of Nebraska-Lincoln,1249,Sidy Ndao  ,Engineering,,,100%,,
University of Nebraska-Lincoln,1249,Kenji Madison  ,Education,,1.8,100%,,
University of Nebraska-Lincoln,1249,Mackensie Minniear  ,Communication,3.5,,100%,,
University of Nebraska-Lincoln,1249,Morgan Swaidan  ,Mathematics,,,100%,,
University of Nebraska-Lincoln,1249,Marina Bonilla-Conejo  ,Languages,,,100%,,
University of Nebraska-Lincoln,1249,Zoe Falls  ,Education,,,,,
University of Nebraska-Lincoln,1249,Cindy Linzell  ,Education,,,100%,,
University of Nebraska-Lincoln,1249,Yumou Qiu  ,Mathematics,,,,,
University of Nebraska-Lincoln,1249,Colleen Ray  ,Psychology,,,100%,,
University of Nebraska-Lincoln,1249,Garrett Wirka  ,Computer Science,1.3,,,,
University of Nebraska-Lincoln,1249,Montserrat Fuente-Camacho  ,Languages,4.5,2.5,100%,,
University of Nebraska-Lincoln,1249,Jeffrey Stokes  ,Agriculture,,3.5,100%,,
University of Nebraska-Lincoln,1249,Kate Pennington  ,Sociology,,,100%,,
University of Nebraska-Lincoln,1249,Devin Moulton  ,Languages,,,100%,,
University of Nebraska-Lincoln,1249,Forrest Kievit  ,Bioengineering,,,50%,,
University of Nebraska-Lincoln,1249,Austin Haufle  ,Chemistry,4.5,2.5,100%,,
University of Nebraska-Lincoln,1249,Susan Burton  ,Agriculture,,,100%,,
University of Nebraska-Lincoln,1249,Nan Bottolfsen  ,Business,,,,,
University of Nebraska-Lincoln,1249,Jeffrey Pilus  ,Architecture,,,,,
University of Nebraska-Lincoln,1249,Casey Kelly  ,Communication,2.7,3.7,34%,,
University of Nebraska-Lincoln,1249,Michael Dick  ,History,,,100%,,
University of Nebraska-Lincoln,1249,Cory Epler  ,Agriculture,,,100%,,
University of Nebraska-Lincoln,1249,Dave Aiken  ,Agriculture,,,,,
University of Nebraska-Lincoln,1249,Adrian Wisnicki  ,English,,3.3,67%,,
University of Nebraska-Lincoln,1249,Sathish Kumar Natarajan  ,Science,,3.3,,,
University of Nebraska-Lincoln,1249,Md Rashaduzzaman  ,Textiles & Clothing,,,100%,,
University of Nebraska-Lincoln,1249,Jessica Peterson  ,Agriculture,,,100%,,
University of Nebraska-Lincoln,1249,Brennan Costello  ,Business,,,,,
University of Nebraska-Lincoln,1249,Amy Martinelli  ,Communication,,,100%,,
University of Nebraska-Lincoln,1249,Jacob Cheadle  ,Sociology,,,,,
University of Nebraska-Lincoln,1249,Stacy Asher  ,Graphic Arts,1.5,,,,
University of Nebraska-Lincoln,1249,Shamar Chin  ,Geology,,,100%,,
University of Nebraska-Lincoln,1249,Heather Hallen-Adams  ,Agriculture,,,100%,,
University of Nebraska-Lincoln,1249,ThanhVu Nguyen  ,Computer Science,,,,,
University of Nebraska-Lincoln,1249,Alexander Ramirez  ,English,4.8,2.3,100%,,
University of Nebraska-Lincoln,1249,Josephine Potuto  ,Law,,2.3,,,
University of Nebraska-Lincoln,1249,Teana Robins  ,Criminal Justice,4.5,3.5,100%,,
University of Nebraska-Lincoln,1249,Alexis Swendener  ,Sociology,1.9,3.1,34%,,
University of Nebraska-Lincoln,1249,Matthew Loar  ,Languages,,3.1,,,
University of Nebraska-Lincoln,1249,Gil Renberg  ,Languages,,3.1,,,
University of Nebraska-Lincoln,1249,Kelli Schoening  ,Mathematics,,,100%,,
University of Nebraska-Lincoln,1249,Rachel Azima  ,English,2.7,4.2,50%,,
University of Nebraska-Lincoln,1249,Hana Waisserova  ,International Studies,,,100%,,
University of Nebraska-Lincoln,1249,Stephen Becklin  ,Mathematics,,3.2,75%,,
University of Nebraska-Lincoln,1249,Cathy Gabell  ,English,,3.2,,,
University of Nebraska-Lincoln,1249,Tony Foreman  ,History,,,100%,,
University of Nebraska-Lincoln,1249,Prabhakar Shrestha  ,Sociology,,,100%,,
University of Nebraska-Lincoln,1249,Sean Putnam  ,Biology,2.5,,50%,,
University of Nebraska-Lincoln,1249,Jing Zhang  ,Biology,,,,,
University of Nebraska-Lincoln,1249,Hideko Nishihara  ,Languages,,,100%,,
University of Nebraska-Lincoln,1249,Adam Thompson  ,Philosophy,1.9,3.3,13%,,
University of Nebraska-Lincoln,1249,Matthew Lambert  ,Education,,,100%,,
University of Nebraska-Lincoln,1249,Irina Filina  ,Geology,,,80%,,
University of Nebraska-Lincoln,1249,Vamsi Manthena  ,Mathematics,4.3,2.3,100%,,
University of Nebraska-Lincoln,1249,Jordan Lambrecht  ,Design,,2.3,,,
University of Nebraska-Lincoln,1249,Karley Johnson  ,Design,,2.3,,,
University of Nebraska-Lincoln,1249,Jen Rae Wang  ,Journalism,,,100%,,
University of Nebraska-Lincoln,1249,Cameron Borgholthaus  ,Management,,,,,
University of Nebraska-Lincoln,1249,Emily Robinson  ,Mathematics,,2.5,100%,,
University of Nebraska-Lincoln,1249,Christopher Bohn  ,Computer Science,3.8,3.3,86%,,
University of Nebraska-Lincoln,1249,Lena Luck  ,Agriculture,2.7,2.7,34%,,
University of Nebraska-Lincoln,1249,Jace Gatzemeyer  ,English,4.3,2.3,100%,,
University of Nebraska-Lincoln,1249,Jerry Volesky  ,Biological Sciences,,2.3,,,
University of Nebraska-Lincoln,1249,Lara Ismert  ,Mathematics,,,100%,,
University of Nebraska-Lincoln,1249,Nicholas Packauskas  ,Mathematics,,,,,
University of Nebraska-Lincoln,1249,Jeffrey Falkinburg  ,Computer Science,3.2,2.5,67%,,
University of Nebraska-Lincoln,1249,Ashley Erceg  ,Economics,1.8,3.5,25%,,
University of Nebraska-Lincoln,1249,Madhumita Gupta  ,English,,3.5,,,
University of Nebraska-Lincoln,1249,Matthew Gromowsky  ,Chemistry,3.4,1.7,72%,,
University of Nebraska-Lincoln,1249,Sean Scanlon  ,History,1.5,1.7,,,
University of Nebraska-Lincoln,1249,Gretchen King  ,Biology,,1.7,,,
University of Nebraska-Lincoln,1249,Andrew Hansen  ,Mathematics,4.7,2.3,100%,,
University of Nebraska-Lincoln,1249,Laurel Shoemaker  ,Theater amp Film,,2.3,,,
University of Nebraska-Lincoln,1249,Curt Tomasevicz  ,Economics,4.5,1.5,100%,,
University of Nebraska-Lincoln,1249,Dapeng Cheng  ,Management,,,100%,,
University of Nebraska-Lincoln,1249,Jordan Pullen  ,Languages,,,100%,,
University of Nebraska-Lincoln,1249,George Hunt  ,Engineering,,,,,
University of Nebraska-Lincoln,1249,Yunwoo Nam  ,Landscape Architecture amp Regional Planning,,,,,
University of Nebraska-Lincoln,1249,Gina Keplinger  ,English,,2.5,100%,,
University of Nebraska-Lincoln,1249,Reed Underwood  ,Teacher Education,1.7,3.2,34%,,
University of Nebraska-Lincoln,1249,Blaise Lanoha  ,Communication,,,100%,,
University of Nebraska-Lincoln,1249,Michael McDonald  ,Business,,,100%,,
University of Nebraska-Lincoln,1249,Larry Barksdale  ,Science,4.5,,100%,,
University of Nebraska-Lincoln,1249,Reha Karadag  ,Management,,,100%,,
University of Nebraska-Lincoln,1249,Christopher Near  ,Sociology,3.5,2.7,67%,,
University of Nebraska-Lincoln,1249,Stephanie Valentine  ,Computer Science,,,100%,,
University of Nebraska-Lincoln,1249,Christine Kelley  ,Mathematics,4.5,3.4,93%,,
University of Nebraska-Lincoln,1249,Belle Scheef  ,Child & Family Studies,3.6,1.4,90%,,
University of Nebraska-Lincoln,1249,Evan Lintz  ,Psychology,,1.4,,,
University of Nebraska-Lincoln,1249,Ashley Votruba  ,Sociology,1.6,1.4,,,
University of Nebraska-Lincoln,1249,Emily McMillon  ,Mathematics,,,100%,,
University of Nebraska-Lincoln,1249,Andrew Spaid  ,Philosophy,,,100%,,
University of Nebraska-Lincoln,1249,Kalani Pahalapathirage  ,Mathematics,,,100%,,
University of Nebraska-Lincoln,1249,Valerie Jones  ,Advertising,,,100%,,
University of Nebraska-Lincoln,1249,Molly McPherson  ,Textiles amp Clothing,,,,,
University of Nebraska-Lincoln,1249,Ingrid Robyn  ,Languages,3.3,,67%,,
University of Nebraska-Lincoln,1249,Richard Schmidt  ,Health Science,,,,,
University of Nebraska-Lincoln,1249,Jose Maldonado  ,Communication,2.3,3.8,45%,,
University of Nebraska-Lincoln,1249,Jenna White  ,Health Science,3.7,,100%,,
University of Nebraska-Lincoln,1249,Austin Eide  ,Mathematics,,,,,
University of Nebraska-Lincoln,1249,Ethan Munson  ,English,,2.7,67%,,
University of Nebraska-Lincoln,1249,Alexandra DeLuise  ,English,,2.5,50%,,
University of Nebraska-Lincoln,1249,Paul Grosskopf  ,English,4.7,2.5,100%,,
University of Nebraska-Lincoln,1249,Alian Kasabian  ,Sociology,,2.5,,,
University of Nebraska-Lincoln,1249,Sean Gravelle  ,Mathematics,,,100%,,
University of Nebraska-Lincoln,1249,Paul Haar  ,Music,,,100%,,
University of Nebraska-Lincoln,1249,Sherri Jones  ,Speech,,,,,
University of Nebraska-Lincoln,1249,Courtney Leikam  ,Modern Languages & Literature,4.7,2.3,100%,,
University of Nebraska-Lincoln,1249,Yassine Rfissa  ,Languages,4.8,3.6,100%,,
University of Nebraska-Lincoln,1249,Becky Buller  ,Geography,3.5,3.5,50%,,
University of Nebraska-Lincoln,1249,Seth Blackwell  ,Chemistry,,,100%,,
University of Nebraska-Lincoln,1249,Alison Stewart  ,Art History,,,,,
University of Nebraska-Lincoln,1249,Jemalyn Griffin  ,Advertising,,4.2,75%,,
University of Nebraska-Lincoln,1249,Andrew Del Mastro  ,English,,2.7,72%,,
University of Nebraska-Lincoln,1249,Nathan Taylor  ,Child & Family Studies,4.3,,67%,,
University of Nebraska-Lincoln,1249,Shandy Ramet  ,Social Work,4.7,1.7,100%,,
University of Nebraska-Lincoln,1249,Peter Wagner  ,Biological Sciences,,1.7,,,
University of Nebraska-Lincoln,1249,Matthew Carlson  ,Graphic Arts,,,100%,,
University of Nebraska-Lincoln,1249,Steven Eckman  ,Mathematics,3.7,2.7,34%,,
University of Nebraska-Lincoln,1249,Stephen Schneider  ,Political Science,,2.7,,,
University of Nebraska-Lincoln,1249,Patricia Herman  ,Biological Sciences,2.5,3.5,25%,,
University of Nebraska-Lincoln,1249,Robert Huben  ,Mathematics,,,100%,,
University of Nebraska-Lincoln,1249,Sabrina Brown  ,Geology,,,100%,,
University of Nebraska-Lincoln,1249,Taran Funk  ,Mathematics,4.2,,100%,,
University of Nebraska-Lincoln,1249,Tony Fucci  ,Health Science,,,100%,,
University of Nebraska-Lincoln,1249,Christopher Chiasson  ,Languages,,,100%,,
University of Nebraska-Lincoln,1249,Joseph Braun  ,Political Science,4.7,2.3,100%,,
University of Nebraska-Lincoln,1249,Brittany Walter  ,Anthropology,,,100%,,
University of Nebraska-Lincoln,1249,Marcelo Perez  ,Modern Languages & Literature,4.3,2.3,84%,,
University of Nebraska-Lincoln,1249,Shawn Ratcliff  ,Sociology,,,100%,,
University of Nebraska-Lincoln,1249,Maria Benes  ,Political Science,3.5,,100%,,
University of Nebraska-Lincoln,1249,Jamdan Clang  ,Journalism,,,100%,,
University of Nebraska-Lincoln,1249,Ed Quintana  ,Modern Languages,,,,,
University of Nebraska-Lincoln,1249,Katherine Klug  ,Law,,3.2,58%,,
University of Nebraska-Lincoln,1249,Karina Uhing  ,Mathematics,,2.5,100%,,
University of Nebraska-Lincoln,1249,Chandrama Mukherjee  ,Child & Family Studies,4.7,3.2,100%,,
University of Nebraska-Lincoln,1249,Philip White  ,Teacher Education,4.8,1.7,100%,,
University of Nebraska-Lincoln,1249,Alisa Gilmore  ,Engineering,,,100%,,
University of Nebraska-Lincoln,1249,Changsoo Song  ,Ethics,,,,,
University of Nebraska-Lincoln,1249,Jenelle Reeves  ,Education,,,,,
University of Nebraska-Lincoln,1249,Brigitte Tenhumberg  ,Biology,,2.6,80%,,
University of Nebraska-Lincoln,1249,J. Nelson  ,Education,,,100%,,
University of Nebraska-Lincoln,1249,Carson Gilliland  ,Fine Arts,,,,,
University of Nebraska-Lincoln,1249,Jihan Najjar  ,Psychology,,,100%,,
University of Nebraska-Lincoln,1249,Kate Hochmuth  ,Criminal Justice,,2.7,100%,,
University of Nebraska-Lincoln,1249,Sophia Dunsmore  ,English,,2.7,,,
University of Nebraska-Lincoln,1249,Courtney Herber  ,History,,,100%,,
University of Nebraska-Lincoln,1249,James Clothier  ,Mathematics,4.2,3.2,100%,,
University of Nebraska-Lincoln,1249,Mina Kim  ,Art History,,,100%,,
University of Nebraska-Lincoln,1249,Nicholas Sheldon  ,Fine Arts,,,,,
University of Nebraska-Lincoln,1249,Rick Tast  ,Criminal Justice,4.8,2.3,100%,,
University of Nebraska-Lincoln,1249,Max Hubka  ,Criminal Justice,,,100%,,
University of Nebraska-Lincoln,1249,Vishnu Reddi  ,Engineering,4.7,,100%,,
University of Nebraska-Lincoln,1249,Kati Brazeal  ,Biological Sciences,,4.5,50%,,
University of Nebraska-Lincoln,1249,Roger Hoy  ,Agriculture,,4.5,,,
University of Nebraska-Lincoln,1249,Dylan McKnight  ,Mathematics,,3.2,100%,,
University of Nebraska-Lincoln,1249,Timothy Nelson  ,Psychology,,,100%,,
University of Nebraska-Lincoln,1249,Luwen Zhang  ,Biological Sciences,,,100%,,
University of Nebraska-Lincoln,1249,Cruz Garcia-Santiago  ,Architecture,,,100%,,
University of Nebraska-Lincoln,1249,David Henson  ,English,4.5,1.5,100%,,
University of Nebraska-Lincoln,1249,Marla Williams  ,Mathematics,,,100%,,
University of Nebraska-Lincoln,1249,Alyson Alvarez  ,History,2.7,,34%,,
University of Nebraska-Lincoln,1249,Carl Nelson  ,Engineering,3.5,,100%,,
University of Nebraska-Lincoln,1249,Joseph Paletta  ,Chemistry,,,,,
University of Nebraska-Lincoln,1249,Jamaica Baldwin  ,English,,,100%,,
University of Nebraska-Lincoln,1249,Jessica Kohn  ,Speech,,,,,
University of Nebraska-Lincoln,1249,Katie Brennan  ,Speech,,,100%,,
University of Nebraska-Lincoln,1249,Ruy Exel  ,Mathematics,1.5,,,,
University of Nebraska-Lincoln,1249,Claire Nicholas  ,Textiles amp Clothing,,3.3,67%,,
University of Nebraska-Lincoln,1249,Meghan Sindelar  ,Horticulture,,,50%,,
University of Nebraska-Lincoln,1249,Suman Chakrabarty  ,Chemistry,,,100%,,
University of Nebraska-Lincoln,1249,Amy Bartels  ,Management,2.5,3.5,50%,,
University of Nebraska-Lincoln,1249,Liz Ready  ,Journalism,,3.5,,,
University of Nebraska-Lincoln,1249,Jessie Nelson  ,Psychology,,2.2,100%,,
University of Nebraska-Lincoln,1249,Valentyna Hadley  ,Languages,,2.2,,,
University of Nebraska-Lincoln,1249,Leonardo Brandolini  ,Languages,,2.2,,,
University of Nebraska-Lincoln,1249,Matthew Douglass  ,Geography,,,100%,,
University of Nebraska-Lincoln,1249,Brent Koenigsman  ,Languages,,2.7,100%,,
University of Nebraska-Lincoln,1249,Huijing Du  ,Mathematics,4.2,,80%,,
University of Nebraska-Lincoln,1249,Teo Mungaray  ,English,2.5,,50%,,
University of Nebraska-Lincoln,1249,Justin Bradley  ,Computer Science,,,,,
University of Nebraska-Lincoln,1249,Nora Peterson  ,Modern Languages amp Literature,4.7,,100%,,
University of Nebraska-Lincoln,1249,Frauke Hachtmann  ,Advertising,2.9,3.3,40%,,
University of Nebraska-Lincoln,1249,Shilpa Somraj  ,Marketing,,,100%,,
University of Nebraska-Lincoln,1249,Edward Matheson  ,Geology,,,100%,,
University of Nebraska-Lincoln,1249,Steven Jones  ,Agriculture,,,,,
University of Nebraska-Lincoln,1249,Rick Stowell  ,Agriculture,,,,,
University of Nebraska-Lincoln,1249,Deepak Keshwani  ,Agriculture,,,100%,,
